"User-ID";"ISBN";"Book-Rating"
"25981";"0061012882";"5"
"25981";"0373484011";"5"
"25981";"038531695X";"5"
"25981";"0385503822";"10"
"25981";"0399149821";"5"
"25981";"0399149848";"5"
"25981";"0425127583";"0"
"25981";"0440205573";"5"
"25981";"0440236673";"5"
"25981";"0451206878";"5"
"25981";"055327807X";"5"
"25981";"0671743279";"0"
"25981";"0679413170";"0"
"25981";"0689826621";"5"
"25981";"0872169472";"0"
"25981";"155166674X";"5"
"25996";"0671038184";"0"
"26030";"0395285216";"8"
"26084";"0440466091";"0"
"26084";"0553213172";"0"
"26129";"0394700023";"0"
"26151";"0786014865";"0"
"26182";"0553208845";"10"
"26182";"0679720200";"10"
"26182";"0811202925";"0"
"26200";"0385299850";"0"
"26231";"0440241073";"6"
"26240";"0192815032";"0"
"26240";"0486270629";"10"
"26240";"0684174871";"0"
"26371";"039915079X";"8"
"26407";"051512608X";"0"
"26416";"0441854419";"0"
"26418";"0425127583";"0"
"26422";"0385005733";"0"
"26443";"2038715505";"9"
"26443";"2070367576";"0"
"26443";"2253004863";"0"
"26443";"2266029266";"9"
"26502";"0451525914";"0"
"26502";"0451525973";"0"
"26517";"0425158616";"0"
"26535";"0061002593";"0"
"26535";"0312154976";"0"
"26535";"0399149848";"0"
"26535";"0425104052";"5"
"26535";"0425131335";"0"
"26535";"0425133583";"0"
"26535";"0446364053";"0"
"26535";"0446525502";"0"
"26535";"0451177010";"0"
"26535";"0515087424";"5"
"26535";"0743470036";"0"
"26535";"0821769278";"0"
"26535";"084394840X";"0"
"26544";"0192890697";"0"
"26544";"0345355563";"0"
"26544";"034540288X";"0"
"26544";"0385497466";"0"
"26544";"0395083567";"0"
"26544";"0425075648";"0"
"26544";"0425105334";"0"
"26544";"0440224675";"0"
"26544";"0440241073";"0"
"26544";"0451128370";"0"
"26544";"0451166833";"0"
"26544";"0505524651";"0"
"26544";"0515122734";"8"
"26544";"0553138286";"0"
"26544";"0553214225";"0"
"26544";"055321859X";"0"
"26544";"0553583301";"0"
"26544";"0553583980";"9"
"26544";"0671005022";"0"
"26544";"0671412701";"0"
"26544";"0671463969";"0"
"26544";"0671743279";"0"
"26544";"068480123X";"0"
"26544";"0843949422";"0"
"26544";"0881841366";"0"
"26579";"0345455207";"0"
"26583";"0451177010";"0"
"26583";"0714819727";"8"
"26583";"0877221057";"0"
"26593";"0440241073";"0"
"26593";"0590470884";"8"
"26593";"0671741039";"0"
"26617";"0385503822";"0"
"26620";"0440224853";"8"
"26620";"0451521951";"0"
"26621";"0399141464";"8"
"26624";"0027253716";"0"
"26624";"0679885560";"0"
"26711";"0345444884";"0"
"26711";"0425194515";"0"
"26713";"0517118807";"0"
"26730";"0307021491";"0"
"26730";"0812504798";"0"
"26823";"0679720200";"10"
"26883";"0380017601";"0"
"26883";"0553212583";"0"
"26883";"0893756083";"0"
"26939";"0515034924";"7"
"26973";"0451128370";"7"
"27144";"0425155404";"0"
"27144";"0425155943";"0"
"27169";"0425177378";"0"
"27169";"0451191846";"8"
"27212";"1931768250";"0"
"27212";"1931768269";"10"
"27222";"0553109138";"0"
"27243";"0030096502";"8"
"27352";"0553295276";"10"
"27383";"0061030635";"7"
"27383";"0385503822";"8"
"27383";"0553569082";"0"
"27391";"0670835366";"0"
"27392";"051512608X";"0"
"27462";"0440234719";"0"
"27462";"0446525502";"0"
"27462";"0590405233";"0"
"27462";"1551666510";"0"
"27472";"055321330X";"8"
"27472";"0553569295";"0"
"27505";"0671749099";"0"
"27551";"0380705842";"0"
"27551";"0380731606";"0"
"27593";"1843500728";"0"
"27617";"0140077154";"0"
"27617";"020719839X";"0"
"27617";"0399141464";"5"
"27617";"0671737791";"0"
"27647";"0140431020";"0"
"27647";"044900256X";"0"
"27650";"0007100930";"0"
"27740";"0399141065";"0"
"27740";"0399149821";"7"
"27740";"0553582127";"7"
"27741";"0586044450";"0"
"27754";"0486425576";"0"
"27783";"0553290533";"0"
"27788";"052342258X";"0"
"27812";"0449209105";"8"
"27813";"051512608X";"0"
"27813";"0821733621";"0"
"27813";"1551660016";"0"
"27890";"0394528956";"7"
"27891";"0440224675";"0"
"27947";"0425155404";"0"
"27947";"0451522737";"7"
"27947";"0451523873";"6"
"27947";"0525934278";"0"
"27947";"0553213105";"7"
"27978";"0446321540";"10"
"27982";"0553582127";"8"
"28056";"0451192249";"0"
"28069";"0786861304";"0"
"28076";"0385152183";"0"
"28144";"0440236673";"5"
"28146";"0140238212";"4"
"28201";"0440241073";"0"
"28203";"0440241073";"7"
"28204";"0060198346";"0"
"28204";"0061099341";"0"
"28204";"0140063927";"0"
"28204";"0345394267";"0"
"28204";"0385316917";"0"
"28204";"0385497466";"0"
"28204";"039575514X";"0"
"28204";"0440101190";"0"
"28204";"0440205573";"0"
"28204";"0446610399";"0"
"28204";"0553299204";"0"
"28204";"097089726X";"9"
"28205";"0553270184";"5"
"28222";"0345417623";"9"
"28257";"0440224853";"7"
"28282";"0451525477";"0"
"28299";"4770015429";"5"
"28314";"1853260363";"0"
"28315";"0061030635";"0"
"28360";"0440475333";"7"
"28360";"0812505158";"0"
"28372";"055321330X";"8"
"28374";"0451191307";"7"
"28448";"0451187903";"7"
"28454";"006017983X";"7"
"28454";"0061000205";"6"
"28488";"0434009407";"0"
"28492";"1853260363";"9"
"28495";"0440224675";"9"
"28523";"0195002288";"0"
"28523";"0345417623";"0"
"28523";"039575514X";"10"
"28523";"048622791X";"0"
"28523";"0486270629";"0"
"28523";"0671527320";"0"
"28523";"067172262X";"10"
"28523";"0671722859";"8"
"28523";"0671722905";"0"
"28523";"0679720200";"0"
"28552";"0451525248";"7"
"28591";"0345347897";"0"
"28591";"0380808331";"0"
"28591";"0446601713";"0"
"28591";"0446605271";"0"
"28591";"0446612294";"0"
"28591";"0451167570";"0"
"28591";"0451407652";"0"
"28591";"0743470036";"0"
"28591";"0804109745";"7"
"28591";"0821763776";"0"
"28591";"0821773984";"6"
"28594";"0140325654";"0"
"28594";"0553213172";"0"
"28594";"0590437976";"0"
"28619";"0385503822";"0"
"28619";"0446525502";"0"
"28619";"0553526847";"0"
"28619";"0671038184";"0"
"28634";"0425155943";"9"
"28634";"0440224675";"10"
"28634";"0446525502";"10"
"28634";"0451191307";"0"
"28666";"0373052111";"0"
"28666";"0743460537";"8"
"28667";"0451627954";"7"
"28682";"0345434498";"0"
"28694";"0553210378";"0"
"28704";"0330241117";"0"
"28735";"0434106925";"7"
"28735";"0804902097";"8"
"28753";"0446603309";"0"
"28820";"0061091944";"5"
"28865";"0345455207";"10"
"28865";"0684802988";"0"
"28888";"0743451511";"10"
"29028";"0671527886";"2"
"29091";"0425097609";"10"
"29101";"0385497466";"0"
"29101";"0425097609";"0"
"29101";"0440241073";"8"
"29101";"0671000314";"0"
"29131";"0345417623";"10"
"29133";"0525482695";"0"
"29133";"0553212737";"0"
"29204";"0380804697";"9"
"29209";"042518109X";"0"
"29209";"0525940979";"0"
"29246";"0451128370";"0"
"29259";"0590405942";"0"
"29259";"0671000314";"0"
"29259";"0671472968";"0"
"29259";"0684188716";"0"
"29259";"0688013120";"0"
"29259";"0808519808";"0"
"29259";"0812504755";"10"
"29328";"0449210928";"0"
"29387";"0140006095";"0"
"29387";"1566190932";"0"
"29415";"0451521455";"0"
"29415";"0451524616";"0"
"29419";"006440188X";"0"
"29451";"0486270629";"0"
"29526";"0385497466";"10"
"29526";"0679444815";"10"
"29526";"0684802988";"9"
"29539";"0553275569";"9"
"29570";"034540288X";"8"
"29608";"0395083567";"10"
"29727";"1567310079";"0"
"29743";"055321148X";"6"
"29743";"0671000314";"0"
"29757";"0812521978";"0"
"29806";"0061099341";"0"
"29806";"0671000314";"0"
"29806";"0812881729";"0"
"29855";"038547024X";"0"
"29855";"0425127583";"0"
"29855";"0441812546";"0"
"29855";"0449217264";"0"
"29855";"0451114108";"0"
"29855";"1551660016";"0"
"29915";"0451202473";"0"
"29915";"0821769278";"0"
"29915";"1583142827";"0"
"29974";"0553583549";"0"
"30022";"0060393823";"0"
"30029";"0060124067";"3"
"30029";"0395511011";"5"
"30035";"0061030635";"5"
"30035";"0425158616";"5"
"30035";"0451202856";"7"
"30052";"0140430024";"7"
"30052";"0451525884";"10"
"30052";"0553213857";"7"
"30072";"0307165205";"0"
"30077";"0061014672";"0"
"30081";"0553212737";"10"
"30081";"0553213105";"10"
"30127";"0399141464";"0"
"30131";"0345417623";"0"
"30144";"0446600547";"0"
"30144";"1587153548";"0"
"30172";"0064473619";"7"
"30261";"0446610399";"0"
"30273";"0399149848";"0"
"30273";"0452283795";"0"
"30273";"0821769278";"0"
"30276";"0446518042";"0"
"30276";"0451523822";"0"
"30276";"0515122734";"7"
"30276";"0553289322";"8"
"30276";"0821772287";"0"
"30276";"1551665956";"6"
"30312";"0425158616";"0"
"30312";"0821763415";"0"
"30319";"0440241073";"0"
"30341";"0061012882";"8"
"30406";"0804115435";"0"
"30427";"0340577118";"7"
"30429";"0553561669";"9"
"30445";"0195813898";"7"
"30455";"0380750252";"8"
"30461";"0445406186";"0"
"30467";"0586200894";"0"
"30487";"0440241073";"0"
"30507";"0140006680";"10"
"30509";"0118806211";"0"
"30509";"0140296417";"0"
"30509";"0552526320";"0"
"30509";"071170533X";"0"
"30511";"0393309452";"6"
"30511";"039575514X";"0"
"30511";"0670877166";"0"
"30511";"0679736638";"7"
"30511";"0747504687";"6"
"30511";"0870113658";"0"
"30531";"014017737X";"10"
"30531";"0425097609";"0"
"30531";"0446610399";"10"
"30531";"0451128370";"0"
"30533";"0140097112";"9"
"30533";"0312963815";"0"
"30533";"0449906248";"0"
"30533";"0451168380";"0"
"30533";"0671038184";"8"
"30555";"051512608X";"0"
"30594";"0345417623";"10"
"30642";"0812533410";"5"
"30645";"0385503822";"10"
"30650";"0451133129";"0"
"30657";"0553290533";"5"
"30711";"0140051090";"0"
"30711";"0207183554";"9"
"30711";"034540288X";"0"
"30711";"0380017601";"0"
"30711";"0451526562";"0"
"30711";"0460012878";"0"
"30711";"0525935576";"0"
"30711";"0606034595";"8"
"30711";"0671000314";"8"
"30711";"0671554271";"0"
"30711";"068971310X";"8"
"30711";"0812504798";"0"
"30711";"0822508931";"0"
"30711";"1404328939";"0"
"30711";"1404370226";"0"
"30712";"1853260789";"8"
"30716";"0553211374";"10"
"30727";"0563362138";"8"
"30744";"0515122734";"0"
"30744";"0553290533";"0"
"30744";"0821769278";"0"
"30744";"1551668130";"0"
"30744";"155166870X";"0"
"30795";"1566193931";"7"
"30806";"0688021174";"0"
"30810";"0385318928";"9"
"30810";"0449217264";"0"
"30811";"0679776591";"7"
"30824";"0440161061";"0"
"30824";"0440977096";"0"
"30824";"0553212036";"0"
"30824";"059042243X";"0"
"30824";"0821729918";"0"
"30889";"045303053X";"7"
"30898";"0451524209";"10"
"30898";"0452254345";"7"
"30906";"1853260789";"8"
"30933";"051512608X";"9"
"30971";"0446602531";"0"
"30972";"0345417623";"0"
"30972";"0425087964";"0"
"30972";"0425155404";"0"
"30972";"0425158616";"8"
"30972";"0440216745";"0"
"30972";"0440224675";"0"
"30972";"0440236673";"0"
"30972";"0440241073";"0"
"30972";"0515119644";"6"
"30972";"0553569082";"0"
"30972";"0553582127";"0"
"30972";"0671038184";"9"
"30972";"0812523024";"0"
"30972";"0821776037";"0"
"30979";"0671819194";"6"
"30985";"0394541545";"0"
"30985";"0802405479";"0"
"30994";"0061014672";"7"
"30994";"0345417623";"10"
"30994";"0440241073";"0"
"30994";"0451187903";"0"
"30994";"0451202856";"9"
"30994";"0451518845";"0"
"30994";"0671038184";"9"
"30994";"0671737791";"8"
"31008";"0451526562";"7"
"31008";"0743435338";"0"
"31008";"1840221275";"7"
"31010";"0316693294";"0"
"31010";"0380727412";"0"
"31025";"0553270184";"0"
"31040";"0425155404";"0"
"31040";"0440235774";"5"
"31040";"0440403855";"8"
"31040";"0446610399";"0"
"31049";"0440170796";"0"
"31049";"0440224853";"0"
"31136";"0226469409";"0"
"31139";"0385263414";"9"
"31139";"0671554271";"0"
"31172";"0345417623";"0"
"31226";"158717152X";"0"
"31226";"1852423838";"0"
"31235";"042518109X";"5"
"31250";"0671038184";"0"
"31256";"0446610178";"0"
"31271";"0370305205";"0"
"31272";"0395083567";"10"
"31308";"0425098389";"0"
"31315";"0060196246";"8"
"31315";"0060198346";"10"
"31315";"0140097112";"0"
"31315";"0151712921";"0"
"31315";"0312134517";"8"
"31315";"0312928831";"0"
"31315";"0312957564";"0"
"31315";"0345417623";"0"
"31315";"0345444884";"0"
"31315";"0385497466";"4"
"31315";"0385503822";"0"
"31315";"0399141065";"8"
"31315";"0425118703";"0"
"31315";"0440224675";"0"
"31315";"0440224853";"0"
"31315";"0515119644";"8"
"31315";"0553210424";"0"
"31315";"0553569082";"7"
"31315";"0671038184";"0"
"31315";"0786014865";"9"
"31315";"0821772287";"0"
"31315";"0877958262";"3"
"31315";"155166674X";"7"
"31343";"0385503822";"10"
"31348";"0890098018";"10"
"31370";"0312861796";"0"
"31391";"0451202473";"0"
"31391";"0451525884";"0"
"31393";"0671038184";"0"
"31398";"0345444884";"0"
"31412";"0440241073";"9"
"31466";"0425177696";"0"
"31466";"0449002462";"0"
"31466";"1590520335";"0"
"31467";"0812536029";"0"
"31472";"0399149848";"0"
"31551";"0440241073";"0"
"31556";"0061010421";"0"
"31556";"0061020761";"0"
"31556";"0345389484";"0"
"31556";"038000383X";"0"
"31556";"0380727692";"0"
"31556";"0394551540";"0"
"31556";"0425158616";"0"
"31556";"0440236673";"0"
"31556";"0440339332";"0"
"31556";"0446608319";"0"
"31556";"0451520092";"0"
"31556";"051512608X";"0"
"31556";"0553213172";"0"
"31556";"0590401661";"7"
"31556";"0671001787";"0"
"31556";"0679720200";"0"
"31556";"0812505069";"10"
"31556";"0816702780";"0"
"31556";"0893756083";"9"
"31556";"155166674X";"0"
"31569";"0345434498";"0"
"31584";"0590433466";"0"
"31609";"0140449124";"0"
"31609";"0375411585";"0"
"31611";"1932407014";"0"
"31620";"0345417623";"7"
"31652";"0440224675";"0"
"31652";"051512608X";"5"
"31671";"0385059418";"0"
"31672";"0671644475";"0"
"31688";"0440224675";"0"
"31750";"0385311044";"10"
"31822";"0446602809";"9"
"31826";"0061001023";"0"
"31826";"037540435X";"10"
"31826";"0425047075";"10"
"31826";"0425118703";"10"
"31826";"0451128370";"10"
"31826";"0590225170";"10"
"31846";"0345417623";"0"
"31846";"0679415610";"10"
"31900";"0689855591";"0"
"31948";"0446525502";"8"
"31950";"0880299010";"9"
"31950";"0880299185";"9"
"31950";"1566190274";"8"
"31950";"1566190959";"0"
"32003";"0345417623";"8"
"32009";"1593080484";"0"
"32022";"0446525502";"10"
"32034";"0671038184";"0"
"32037";"0385316917";"8"
"32049";"0140042601";"0"
"32076";"0446518050";"0"
"32084";"0743423569";"0"
"32122";"0394502949";"0"
"32122";"0671001787";"0"
"32122";"0804112967";"0"
"32122";"0842357971";"0"
"32148";"0345417623";"3"
"32170";"0893754153";"0"
"32188";"0345417623";"8"
"32188";"0385497466";"9"
"32188";"0385503822";"10"
"32195";"0060196092";"0"
"32195";"0140017917";"0"
"32195";"0345359313";"0"
"32195";"0380789000";"0"
"32195";"0385311044";"0"
"32195";"0385312644";"0"
"32195";"0394564324";"0"
"32195";"0399135804";"0"
"32195";"0425155943";"0"
"32195";"0425158616";"5"
"32195";"0440224675";"5"
"32195";"0446610178";"0"
"32195";"0451206878";"0"
"32195";"0515122734";"8"
"32195";"0671034251";"0"
"32195";"0671873164";"0"
"32195";"0770109144";"0"
"32195";"0812517784";"0"
"32195";"1551667967";"0"
"32195";"1551668130";"0"
"32196";"0671039423";"10"
"32211";"1561564559";"0"
"32250";"0425158616";"9"
"32250";"077042161X";"0"
"32297";"0446610399";"7"
"32369";"0394564324";"0"
"32393";"8401461715";"5"
"32398";"0553583980";"0"
"32402";"0061030635";"0"
"32440";"0140014853";"0"
"32440";"0440236673";"0"
"32440";"0553381350";"0"
"32440";"068971310X";"9"
"32440";"0749931191";"0"
"32440";"0752816136";"0"
"32483";"0425158616";"0"
"32516";"0440241073";"8"
"32530";"0440343194";"0"
"32541";"0316693863";"0"
"32575";"086914359X";"0"
"32627";"0385497466";"0"
"32627";"0486227561";"0"
"32721";"0434009407";"0"
"32721";"1859580238";"0"
"32764";"1853260258";"0"
"32773";"0061020761";"0"
"32773";"0061097497";"0"
"32773";"034540288X";"0"
"32773";"0425118703";"0"
"32773";"0425145514";"0"
"32773";"0440224675";"0"
"32773";"0441854419";"0"
"32773";"0451160444";"0"
"32773";"0486200019";"0"
"32773";"0553212788";"4"
"32773";"0553213105";"8"
"32773";"067172262X";"10"
"32773";"0671722859";"0"
"32773";"0679720200";"0"
"32773";"0879236493";"9"
"32773";"1561387053";"0"
"32789";"0770421113";"0"
"32793";"0553212737";"8"
"32793";"0812504224";"0"
"32793";"2010178750";"7"
"32839";"0671038184";"8"
"32855";"0451175816";"0"
"32861";"0670220264";"0"
"32867";"0671038184";"7"
"32920";"0451409477";"8"
"32935";"0613080939";"10"
"32964";"0385497466";"8"
"32991";"0312134517";"8"
"33114";"225303939X";"0"
"33124";"0061030635";"9"
"33124";"0449217264";"9"
"33124";"0451202856";"8"
"33130";"156987400X";"0"
"33145";"2253008486";"7"
"33145";"2264023805";"3"
"33145";"2742711678";"8"
"33148";"0679444815";"5"
"33178";"0345444884";"8"
"33179";"0425157474";"7"
"33179";"1565073649";"8"
"33200";"0399141065";"7"
"33203";"0451519582";"6"
"33203";"0451627954";"4"
"33263";"0553246895";"9"
"33264";"039915079X";"7"
"33270";"0743435338";"0"
"33281";"0671737791";"0"
"33283";"0425064476";"9"
"33283";"0425127583";"8"
"33283";"0843949163";"10"
"33297";"0140434895";"5"
"33319";"0394700023";"8"
"33319";"0553246895";"0"
"33319";"0671722948";"0"
"33459";"0553283685";"8"
"33500";"0380490986";"9"
"33576";"0140042210";"0"
"33580";"0671798553";"0"
"33580";"0689839618";"0"
"33580";"0716751291";"0"
"33590";"0345394267";"6"
"33598";"0385503822";"9"
"33614";"0060198346";"0"
"33681";"0440224675";"0"
"33681";"0553380095";"9"
"33816";"0553212583";"0"
"33816";"0553212737";"0"
"33816";"0553213105";"0"
"33816";"0553283685";"0"
"33816";"0553572946";"0"
"33816";"0679444815";"8"
"33818";"0451160444";"8"
"33818";"0451187903";"10"
"33818";"0553582127";"9"
"33818";"1853260789";"0"
"33832";"0345417623";"4"
"33832";"0425155404";"5"
"33832";"0440216818";"0"
"33832";"0440224675";"6"
"33854";"024114132X";"8"
"33862";"0061030635";"9"
"33933";"0061097497";"7"
"33943";"2070422526";"0"
"33974";"0061042765";"0"
"33974";"0140012737";"0"
"33974";"0140364854";"0"
"33974";"039921819X";"0"
"33974";"0425136205";"8"
"33974";"0451525914";"0"
"33974";"0553380095";"0"
"33974";"0812549325";"0"
"33974";"0883684721";"0"
"33974";"1930900015";"0"
"34075";"0515119644";"6"
"34087";"0061030597";"6"
"34152";"0582529107";"8"
"34152";"1859580238";"7"
"34152";"3518366823";"10"
"34216";"0375727965";"0"
"34216";"0440241073";"0"
"34300";"034540288X";"5"
"34300";"0671741039";"7"
"34377";"0515137111";"9"
"34502";"0307216268";"0"
"34514";"0851402607";"8"
"34523";"0385497466";"0"
"34523";"0425158616";"0"
"34523";"0440224853";"0"
"34526";"0007100957";"2"
"34557";"0345444884";"9"
"34581";"0060198346";"0"
"34588";"034540288X";"7"
"34588";"0345417623";"5"
"34588";"0451187903";"10"
"34593";"0553210092";"0"
"34621";"031220521X";"6"
"34636";"0553582127";"7"
"34725";"1593101163";"8"
"34776";"0553078755";"7"
"34785";"055321201X";"0"
"34804";"0684843781";"8"
"34823";"055325233X";"0"
"34932";"0394551540";"7"
"34957";"0440224675";"9"
"34967";"0440241073";"8"
"34988";"0385503822";"7"
"34988";"155166674X";"10"
"35014";"0812505158";"8"
"35017";"0451524780";"0"
"35030";"0553225987";"10"
"35030";"0883658127";"0"
"35050";"0064400735";"0"
"35050";"034540288X";"0"
"35050";"0373061390";"0"
"35050";"0380002558";"0"
"35050";"0425118703";"0"
"35050";"0439099390";"0"
"35050";"0440224853";"0"
"35050";"0440241073";"0"
"35050";"0446602809";"0"
"35050";"0451156781";"0"
"35050";"0451511328";"0"
"35050";"0451523326";"0"
"35050";"051512608X";"0"
"35050";"0553210092";"0"
"35050";"0553212583";"0"
"35050";"0553213571";"0"
"35050";"0590423541";"0"
"35050";"0590471724";"0"
"35050";"0671517643";"0"
"35050";"0671527886";"0"
"35050";"0723237670";"0"
"35050";"0805038221";"0"
"35050";"0812504798";"0"
"35050";"0812505158";"0"
"35050";"0816704716";"0"
"35050";"0839828225";"0"
"35081";"0553283685";"6"
"35124";"0440343194";"0"
"35142";"0385503822";"0"
"35148";"1593080859";"0"
"35179";"0140117075";"10"
"35180";"0440236673";"5"
"35233";"1577193318";"8"
"35257";"0679444815";"0"
"35433";"3442451221";"9"
"35433";"3453159926";"8"
"35433";"3453861876";"0"
"35433";"3764501219";"0"
"35445";"0440241073";"0"
"35445";"0451523369";"0"
"35445";"0596002874";"0"
"35445";"1572595906";"0"
"35466";"0553213466";"9"
"35466";"0805210407";"0"
"35486";"3518366823";"0"
"35532";"0440241073";"0"
"35532";"0451202856";"0"
"35552";"0812522885";"8"
"35599";"014017737X";"8"
"35599";"0440236673";"0"
"35612";"081120068X";"8"
"35704";"0679444815";"0"
"35707";"0446600547";"0"
"35718";"0446907901";"0"
"35789";"0140088911";"0"
"35809";"0812584007";"0"
"35826";"0786863706";"10"
"35836";"0070431957";"1"
"35836";"0394552458";"0"
"35836";"0394561236";"0"
"35836";"0425097609";"6"
"35836";"0425118703";"4"
"35836";"0425127583";"4"
"35836";"0451206878";"0"
"35836";"0451409957";"5"
"35836";"0517584166";"0"
"35836";"0671508229";"0"
"35845";"0515119644";"7"
"35857";"0312958129";"0"
"35857";"0399144412";"0"
"35857";"0425155943";"0"
"35857";"044031335X";"0"
"35857";"0446525502";"0"
"35857";"0449906248";"0"
"35857";"0452280516";"0"
"35857";"051512608X";"0"
"35857";"0553380095";"0"
"35857";"0590486284";"0"
"35857";"0671038184";"0"
"35857";"0821776037";"0"
"35857";"0849944813";"0"
"35857";"1551666510";"0"
"35857";"155166903X";"0"
"35859";"0061014672";"0"
"35859";"0061091944";"0"
"35859";"031220521X";"0"
"35859";"0312917201";"0"
"35859";"0312929641";"0"
"35859";"0316119180";"10"
"35859";"0316693863";"8"
"35859";"0345388682";"0"
"35859";"0345394267";"0"
"35859";"034540288X";"0"
"35859";"0345417623";"0"
"35859";"0345434498";"0"
"35859";"0345441788";"0"
"35859";"0373264569";"0"
"35859";"037540435X";"0"
"35859";"0375504214";"5"
"35859";"0380002558";"0"
"35859";"0380727412";"0"
"35859";"0380789000";"0"
"35859";"0380804697";"0"
"35859";"0385497466";"0"
"35859";"0385503822";"6"
"35859";"0399141464";"8"
"35859";"0425047075";"4"
"35859";"0425081818";"3"
"35859";"0425127583";"0"
"35859";"0425158616";"0"
"35859";"0440170796";"0"
"35859";"0440224675";"0"
"35859";"0440224853";"0"
"35859";"0440236673";"0"
"35859";"0440241073";"0"
"35859";"044187357X";"0"
"35859";"0446530689";"0"
"35859";"0446600547";"0"
"35859";"0446605018";"0"
"35859";"0446610178";"0"
"35859";"0446610399";"0"
"35859";"0449210928";"0"
"35859";"0451191307";"0"
"35859";"0451192249";"0"
"35859";"0451200152";"0"
"35859";"0451206878";"0"
"35859";"0451525892";"0"
"35859";"0515093556";"0"
"35859";"0515134376";"0"
"35859";"0553152041";"10"
"35859";"055315205X";"0"
"35859";"0553209205";"0"
"35859";"0553211374";"0"
"35859";"055321330X";"0"
"35859";"0553550004";"0"
"35859";"0553582127";"0"
"35859";"0590321838";"0"
"35859";"0590432850";"0"
"35859";"0671000314";"0"
"35859";"0671447653";"0"
"35859";"0671455990";"9"
"35859";"0671506927";"0"
"35859";"0671517643";"0"
"35859";"0671554271";"0"
"35859";"0671741039";"0"
"35859";"0671798553";"0"
"35859";"0671836226";"0"
"35859";"0679419861";"0"
"35859";"0679776591";"0"
"35859";"0684800721";"0"
"35859";"0760723788";"0"
"35859";"0765341379";"0"
"35859";"0786014865";"0"
"35859";"0812526422";"0"
"35859";"0821752634";"0"
"35859";"0821769278";"0"
"35859";"0843947462";"0"
"35859";"0843949163";"0"
"35859";"0886463335";"7"
"35859";"0892967307";"0"
"35859";"1551660717";"0"
"35859";"1551666510";"0"
"35859";"1932407014";"0"
"35865";"0553582127";"6"
"35865";"0671018086";"6"
"35939";"0743423550";"6"
"35979";"0141305371";"5"
"35979";"0671517643";"10"
"36114";"0553210092";"7"
"36157";"0394736656";"0"
"36256";"0380432579";"0"
"36256";"0451514904";"8"
"36256";"0451515382";"5"
"36256";"0451519574";"0"
"36256";"0451523369";"0"
"36299";"1853268496";"0"
"36327";"0441484980";"0"
"36327";"0805038221";"0"
"36483";"0436206129";"0"
"36506";"0345417623";"8"
"36510";"0345417623";"9"
"36531";"3442451221";"6"
"36554";"0156936259";"0"
"36554";"0486204871";"9"
"36562";"0440241073";"10"
"36606";"0195115511";"0"
"36606";"0312929560";"0"
"36606";"0345378881";"0"
"36606";"0385500750";"0"
"36606";"0385503822";"0"
"36606";"0440235774";"0"
"36606";"0446610399";"8"
"36606";"0451174291";"0"
"36606";"0451177010";"0"
"36606";"0451187903";"5"
"36606";"0451523024";"0"
"36606";"0486227588";"0"
"36606";"0515134376";"0"
"36606";"0520081951";"0"
"36606";"0553135503";"0"
"36606";"0553211013";"5"
"36606";"0553213172";"0"
"36606";"0553213180";"0"
"36606";"0553214225";"0"
"36606";"0553225774";"0"
"36606";"0553561308";"0"
"36606";"0553582127";"0"
"36606";"0671038184";"0"
"36606";"0671722905";"0"
"36606";"0671743279";"0"
"36606";"0679444815";"0"
"36606";"0694523674";"0"
"36606";"0706430131";"0"
"36606";"0749312319";"0"
"36606";"0762416289";"0"
"36606";"0764225111";"0"
"36606";"0764228072";"0"
"36606";"0805209220";"0"
"36606";"0831706813";"10"
"36606";"0889952329";"0"
"36606";"0891911650";"0"
"36609";"0671038184";"0"
"36609";"0739317067";"1"
"36609";"0764225111";"0"
"36662";"0689835337";"0"
"36673";"0312928831";"0"
"36673";"0821776037";"6"
"36677";"0375504214";"5"
"36693";"0060514949";"3"
"36706";"0399149848";"0"
"36715";"0140042601";"0"
"36715";"0440343194";"10"
"36715";"0451174291";"7"
"36715";"0553246895";"9"
"36741";"0774712694";"5"
"36807";"0671038184";"3"
"36811";"0671527886";"10"
"36817";"0515093556";"0"
"36836";"0060243902";"0"
"36836";"0060279001";"0"
"36836";"0140042229";"0"
"36836";"0140071504";"0"
"36836";"0156167743";"0"
"36836";"0226469409";"0"
"36836";"0312028776";"0"
"36836";"0312922671";"0"
"36836";"0312957564";"0"
"36836";"0374324603";"0"
"36836";"0374980101";"0"
"36836";"0380017601";"0"
"36836";"038529929X";"0"
"36836";"0385503822";"0"
"36836";"0394502949";"0"
"36836";"0394528956";"0"
"36836";"0394732510";"0"
"36836";"0394736656";"0"
"36836";"0395051053";"0"
"36836";"0395051614";"0"
"36836";"0395083567";"0"
"36836";"0395321379";"0"
"36836";"0440224675";"0"
"36836";"0440447682";"0"
"36836";"0449209105";"0"
"36836";"0449906248";"0"
"36836";"0451525949";"0"
"36836";"0451528565";"0"
"36836";"0452252733";"9"
"36836";"0452255503";"0"
"36836";"0452283795";"0"
"36836";"0486275019";"0"
"36836";"051509028X";"7"
"36836";"0515093556";"9"
"36836";"051723159X";"0"
"36836";"0517603578";"9"
"36836";"0553210939";"0"
"36836";"0613012631";"0"
"36836";"0670000655";"0"
"36836";"0671038184";"0"
"36836";"0679444815";"0"
"36836";"0679736638";"0"
